tweet_id,timestamp,text,rating_numerator,rating_denominator,stage,jpg_url,img_num,pre_breed,isdog,high_conf,retweet_count,favorite_count
890006608113172480,2017-07-26 00:31:25,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek  ,13.0,10.0,None,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,1.0,Samoyed,True,0.957979,6055.0,26361.0
889880896479866881,2017-07-25 16:11:53,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy  ,13.0,10.0,None,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,1.0,French_bulldog,True,0.377417,4099.0,23916.0
,,,,,None,,,,,,,
889638837579907072,2017-07-25 00:10:02,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist  ,12.0,10.0,None,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,1.0,French_bulldog,True,0.99165,3663.0,23093.0
889531135344209921,2017-07-24 17:02:04,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek  ,13.0,10.0,puppo,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,1.0,golden_retriever,True,0.953442,1857.0,13016.0
889278841981685760,2017-07-24 00:19:32,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek  ,13.0,10.0,None,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,1.0,whippet,True,0.626152,4381.0,21524.0
888917238123831296,2017-07-23 00:22:39,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both  ,12.0,10.0,None,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1.0,golden_retriever,True,0.714719,3699.0,24975.0
888804989199671297,2017-07-22 16:56:37,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best  ,13.0,10.0,None,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1.0,golden_retriever,True,0.46976,3476.0,21891.0
888554962724278272,2017-07-22 00:23:06,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af  ,13.0,10.0,None,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3.0,Siberian_husky,True,0.700377,2842.0,16891.0
888078434458587136,2017-07-20 16:49:33,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway  ,12.0,10.0,None,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1.0,French_bulldog,True,0.995026,2851.0,18652.0
887705289381826560,2017-07-19 16:06:48,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic  ,13.0,10.0,None,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1.0,basset,True,0.821664,4462.0,25920.0
887517139158093824,2017-07-19 03:39:09,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy)  ,14.0,10.0,None,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,1.0,limousine,False,0.130432,9688.0,39654.0
887473957103951883,2017-07-19 00:47:34,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her  ,13.0,10.0,None,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2.0,Pembroke,True,0.809197,14807.0,58816.0
,,,,,None,,,,,,,
,,,,,None,,,,,,,
886983233522544640,2017-07-17 16:17:36,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in  ,13.0,10.0,None,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2.0,Chihuahua,True,0.793469,6210.0,29642.0
886736880519319552,2017-07-16 23:58:41,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

   ",13.0,10.0,None,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1.0,kuvasz,True,0.309706,2585.0,10245.0
886680336477933568,2017-07-16 20:14:00,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal  ,13.0,10.0,None,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,1.0,convertible,False,0.738995,3680.0,19232.0
886366144734445568,2017-07-15 23:25:31,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe  ,12.0,10.0,pupper,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1.0,French_bulldog,True,0.999201,2590.0,18070.0
,,,,,None,,,,,,,
886258384151887873,2017-07-15 16:17:19,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles  ,13.0,10.0,None,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1.0,pug,True,0.943575,5184.0,23922.0
885984800019947520,2017-07-14 22:10:11,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution  ,12.0,10.0,None,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1.0,Blenheim_spaniel,True,0.972494,5526.0,27905.0
885528943205470208,2017-07-13 15:58:47,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly  ,13.0,10.0,None,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1.0,pug,True,0.369275,5253.0,30795.0
,,,,,None,,,,,,,
,,,,,None,,,,,,,
884925521741709313,2017-07-12 00:01:00,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl  ",12.0,10.0,None,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1.0,Italian_greyhound,True,0.259916,14766.0,65745.0
884876753390489601,2017-07-11 20:47:12,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola  ,13.0,10.0,None,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1.0,chow,True,0.822103,4588.0,23763.0
884562892145688576,2017-07-11 00:00:02,This is Kevin. He's just so happy. 13/10 what is your secret Kevin  ,13.0,10.0,None,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1.0,pug,True,0.5464060000000001,3849.0,20779.0
,,,,,None,,,,,,,
,,,,,None,,,,,,,
884162670584377345,2017-07-09 21:29:42,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo  ,12.0,10.0,doggo,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1.0,German_shepherd,True,0.707046,2465.0,17467.0
883838122936631299,2017-07-09 00:00:04,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy  ,12.0,10.0,None,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1.0,Doberman,True,0.610946,2819.0,18649.0
883482846933004288,2017-07-08 00:28:19,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10  ",13.5,10.0,None,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1.0,golden_retriever,True,0.943082,8124.0,39151.0
883360690899218434,2017-07-07 16:22:55,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck  ,13.0,10.0,floofer,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1.0,chow,True,0.987997,3029.0,19431.0
,,,,,None,,,,,,,
882992080364220416,2017-07-06 15:58:11,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy  ,13.0,10.0,None,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1.0,Eskimo_dog,True,0.466778,3198.0,20462.0
882762694511734784,2017-07-06 00:46:41,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl  ,12.0,10.0,pupper,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1.0,Labrador_retriever,True,0.85005,4039.0,24187.0
882627270321602560,2017-07-05 15:48:34,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi)  ,13.0,10.0,None,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1.0,Pembroke,True,0.542982,4976.0,23972.0
882268110199369728,2017-07-04 16:01:23,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸  ,13.0,10.0,None,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1.0,golden_retriever,True,0.762211,9463.0,38322.0
882045870035918850,2017-07-04 01:18:17,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko  ",13.0,10.0,None,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,1.0,web_site,False,0.949591,4021.0,25043.0
881906580714921986,2017-07-03 16:04:48,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable  ,12.0,10.0,None,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,1.0,Weimaraner,True,0.291539,2801.0,20897.0
881666595344535552,2017-07-03 00:11:11,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely  ,13.0,10.0,None,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1.0,Saluki,True,0.529012,8801.0,43386.0
,,,,,None,,,,,,,
881536004380872706,2017-07-02 15:32:16,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow)  ",14.0,10.0,pupper,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,1.0,Samoyed,True,0.281463,13199.0,42331.0
881268444196462592,2017-07-01 21:49:04,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet  ,12.0,10.0,None,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,1.0,tusker,False,0.473303,4423.0,19902.0
880935762899988482,2017-06-30 23:47:07,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking  ,13.0,10.0,None,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,1.0,street_sign,False,0.251801,2294.0,14633.0
,,,,,None,,,,,,,
880465832366813184,2017-06-29 16:39:47,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop  ,12.0,10.0,None,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1.0,golden_retriever,True,0.913255,5139.0,24419.0
880221127280381952,2017-06-29 00:27:25,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well  ,12.0,10.0,None,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1.0,Chihuahua,True,0.238525,3418.0,23071.0
,,,,,None,,,,,,,
879862464715927552,2017-06-28 00:42:13,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10  ,13.0,10.0,None,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3.0,basset,True,0.813507,2883.0,19194.0
,,,,,None,,,,,,,
879492040517615616,2017-06-27 00:10:17,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10  ,12.0,10.0,None,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,1.0,German_short-haired_pointer,True,0.479896,2594.0,20159.0
879415818425184262,2017-06-26 19:07:24,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici)  ,13.0,10.0,None,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,1.0,English_springer,True,0.383404,36842.0,90729.0
879376492567855104,2017-06-26 16:31:08,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by  ,12.0,10.0,None,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,1.0,tricycle,False,0.663601,2616.0,14478.0
879050749262655488,2017-06-25 18:56:45,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet  ,11.0,10.0,None,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,1.0,tabby,False,0.311861,3884.0,19297.0
879008229531029506,2017-06-25 16:07:47,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs  ,13.0,10.0,None,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,1.0,vizsla,True,0.960513,2207.0,16336.0
878776093423087618,2017-06-25 00:45:22,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth  ,13.0,10.0,puppo,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,2.0,Italian_greyhound,True,0.734684,3378.0,16647.0
,,,,,None,,,,,,,
878281511006478336,2017-06-23 16:00:04,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

   ",13.0,10.0,None,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,1.0,basset,True,0.32042,1055.0,6599.0
878057613040115712,2017-06-23 01:10:23,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved  ,14.0,10.0,None,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,1.0,French_bulldog,True,0.839097,5638.0,36052.0
877736472329191424,2017-06-22 03:54:17,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again  ,13.0,10.0,None,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,2.0,Chesapeake_Bay_retriever,True,0.8379559999999999,15557.0,67668.0
877556246731214848,2017-06-21 15:58:08,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options  ,12.0,10.0,None,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,1.0,basset,True,0.995368,3115.0,19378.0
877316821321428993,2017-06-21 00:06:44,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy  ",13.0,10.0,None,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,1.0,Saluki,True,0.5099670000000001,4275.0,23557.0
877201837425926144,2017-06-20 16:29:50,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop  ,12.0,10.0,None,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,1.0,Pembroke,True,0.93112,4551.0,23275.0
876838120628539392,2017-06-19 16:24:33,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately  ,12.0,10.0,pupper,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,1.0,bloodhound,True,0.575751,2766.0,17738.0
,,,,,None,,,,,,,
876484053909872640,2017-06-18 16:57:37,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy  ,13.0,10.0,None,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,1.0,golden_retriever,True,0.874566,1966.0,16130.0
876120275196170240,2017-06-17 16:52:05,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite  ",13.0,10.0,None,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,1.0,Bernese_mountain_dog,True,0.534327,3856.0,24031.0
875747767867523072,2017-06-16 16:11:53,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl  ",13.0,10.0,None,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,1.0,Labrador_retriever,True,0.799551,3529.0,21541.0
875144289856114688,2017-06-15 00:13:52,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene  ,13.0,10.0,None,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,1.0,Siberian_husky,True,0.245048,4098.0,18929.0
,,,,,None,,,,,,,
,,,,,None,,,,,,,
874680097055178752,2017-06-13 17:29:20,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly  ,12.0,10.0,None,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,1.0,Labrador_retriever,True,0.836052,3860.0,23901.0
874296783580663808,2017-06-12 16:06:11,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract  ,13.0,10.0,pupper,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,1.0,cocker_spaniel,True,0.437216,3428.0,22387.0
,,,,,None,,,,,,,
874012996292530176,2017-06-11 21:18:31,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo  ",13.0,10.0,puppo,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,2.0,Cardigan,True,0.806674,8460.0,29334.0
,,,,,None,,,,,,,
873213775632977920,2017-06-09 16:22:42,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

   ",12.0,10.0,pupper,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,1.0,vizsla,True,0.6197819999999999,1313.0,6168.0
,,,,,None,,,,,,,
,,,,,None,,,,,,,
872620804844003328,2017-06-08 01:06:27,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love...  ,13.0,10.0,None,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,1.0,cocker_spaniel,True,0.513191,3017.0,17791.0
,,,,,None,,,,,,,
872261713294495745,2017-06-07 01:19:32,This is Harry. His ears are activated one at a time. Incredibly rare to witness in person. Very special moment here. 13/10 blessed as h*ck  ,13.0,10.0,None,https://pbs.twimg.com/media/DBrlZk2UQAAfAkd.jpg,2.0,Labrador_retriever,True,0.972019,,
872122724285648897,2017-06-06 16:07:15,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily get dunked on  ,12.0,10.0,None,https://pbs.twimg.com/media/DBpm-5UXcAUeCru.jpg,1.0,basketball,False,0.808396,6726.0,29493.0
871879754684805121,2017-06-06 00:01:46,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10  ,13.0,10.0,None,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,1.0,Shetland_sheepdog,True,0.969171,9112.0,32241.0
871762521631449091,2017-06-05 16:15:56,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10  ,12.0,10.0,pupper,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg,2.0,Labrador_retriever,True,0.921393,2926.0,17414.0
871515927908634625,2017-06-04 23:56:03,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids. 12/10 great doggo  ,12.0,10.0,doggo,https://pbs.twimg.com/media/DBg_HT9WAAEeIMM.jpg,2.0,komondor,True,0.974781,2892.0,17443.0
,,,,,None,,,,,,,
871032628920680449,2017-06-03 15:55:36,"This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control, mlem for style. 13/10 simply breathtaking  ",13.0,10.0,None,https://pbs.twimg.com/media/DBaHi3YXgAE6knM.jpg,1.0,kelpie,True,0.3980530000000001,3177.0,19669.0
,,,,,None,,,,,,,
,,,,,None,,,,,,,
870656317836468226,2017-06-02 15:00:16,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10

Help Cody here:    ",13.0,10.0,None,https://pbs.twimg.com/media/DBUxSSTXsAA-Jn1.jpg,4.0,Pembroke,True,0.945495,2161.0,10617.0
870374049280663552,2017-06-01 20:18:38,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10  ,13.0,10.0,None,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg,1.0,golden_retriever,True,0.841001,22282.0,71616.0
870308999962521604,2017-06-01 16:00:09,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop without waking  ",13.0,10.0,None,https://pbs.twimg.com/media/DBP1asiUAAEKZI5.jpg,2.0,Greater_Swiss_Mountain_dog,True,0.6227520000000001,3498.0,18990.0
870063196459192321,2017-05-31 23:43:25,Meet Clifford. He's quite large. Also red. Good w kids. Somehow never steps on them. Massive poops very inconvenient. Still 14/10 would ride  ,14.0,10.0,None,https://pbs.twimg.com/media/DBMV3NnXUAAm0Pp.jpg,1.0,comic_book,False,0.534409,6978.0,31663.0
869772420881756160,2017-05-31 04:27:59,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly  ",13.0,10.0,None,https://pbs.twimg.com/media/DBINZcxXgAQ-R6P.jpg,1.0,Pembroke,True,0.980148,8540.0,36879.0
869702957897576449,2017-05-30 23:51:58,Meet Stanley. He likes road trips. Will shift for you. One ear more effective than other. 13/10 we don't leave until you buckle pup Stanley  ,13.0,10.0,None,https://pbs.twimg.com/media/DBHOOfOXoAABKlU.jpg,1.0,Pembroke,True,0.993449,5312.0,24400.0
869596645499047938,2017-05-30 16:49:31,This is Scout. He just graduated. Officially a doggo now. Have fun with taxes and losing sight of your ambitions. 12/10 would throw cap for  ,12.0,10.0,doggo,https://pbs.twimg.com/media/DBFtiYqWAAAsjj1.jpg,1.0,Chihuahua,True,0.955156,2596.0,13775.0
869227993411051520,2017-05-29 16:24:37,This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. 13/10 would boop well  ,13.0,10.0,None,https://pbs.twimg.com/media/DBAePiVXcAAqHSR.jpg,1.0,Pembroke,True,0.664181,3150.0,17674.0
868880397819494401,2017-05-28 17:23:24,This is Walter. He won't start hydrotherapy without his favorite floatie. 14/10 keep it pup Walter  ,14.0,10.0,None,https://pbs.twimg.com/media/DA7iHL5U0AA1OQo.jpg,1.0,laptop,False,0.153718,12058.0,56599.0
,,,,,None,,,,,,,
868552278524837888,2017-05-27 19:39:34,"Say hello to Cooper. His expression is the same wet or dry. Absolute 12/10 but Coop desperately requests your help

   ",12.0,10.0,None,https://pbs.twimg.com/media/DA23sCeVoAE3uF0.jpg,1.0,whippet,True,0.378151,1717.0,8715.0
,,,,,None,,,,,,,
867774946302451713,2017-05-25 16:10:44,Meet Harold.  He's h*ckin cooperative. 13/10 good work Harold  ,13.0,10.0,None,https://pbs.twimg.com/media/DAr0tDZXUAEMvdu.jpg,2.0,Border_collie,True,0.661953,6163.0,29570.0
867421006826221569,2017-05-24 16:44:18,This is Shikha. She just watched you drop a skittle on the ground and still eat it. Could not be less impressed. 12/10 superior puppo  ,12.0,10.0,puppo,https://pbs.twimg.com/media/DAmyy8FXYAIH8Ty.jpg,1.0,Eskimo_dog,True,0.6164569999999999,2094.0,13968.0
,,,,,None,,,,,,,
,,,,,None,,,,,,,
866686824827068416,2017-05-22 16:06:55,This is Lili. She can't believe you betrayed her with bath time. Never looking you in the eye again. 12/10 would puppologize profusely  ,12.0,10.0,None,https://pbs.twimg.com/media/DAcXEWuXkAIBDGJ.jpg,1.0,flat-coated_retriever,True,0.51473,2923.0,16717.0
866450705531457537,2017-05-22 00:28:40,"This is Jamesy. He gives a kiss to every other pupper he sees on his walk. 13/10 such passion, much tender  ",13.0,10.0,pupper,https://pbs.twimg.com/media/DAZAUfBXcAAG_Nn.jpg,2.0,French_bulldog,True,0.905334,29711.0,106219.0
866334964761202691,2017-05-21 16:48:45,This is Coco. At first I thought she was a cloud but clouds don't bork with such passion. 12/10 would hug softly  ,12.0,10.0,None,https://pbs.twimg.com/media/DAXXDQNXgAAoYQH.jpg,1.0,Samoyed,True,0.984086,12058.0,45522.0
865718153858494464,2017-05-19 23:57:46,"Meet Boomer. He's just checking pup on you. Hopes you had a good day. If not, he hopes he made it better. 13/10 extremely good boy  ",13.0,10.0,None,https://pbs.twimg.com/media/DAOmEZiXYAAcv2S.jpg,1.0,golden_retriever,True,0.673664,4755.0,22309.0
865359393868664832,2017-05-19 00:12:11,This is Sammy. Her tongue ejects without warning sometimes. It's a serious condition. Needs a hefty dose from a BlepiPen. 13/10  ,13.0,10.0,None,https://pbs.twimg.com/media/DAJfxqGVoAAnvQt.jpg,2.0,Chesapeake_Bay_retriever,True,0.832435,4215.0,23025.0
865006731092295680,2017-05-18 00:50:50,This is Nelly. He really hopes you like his Hawaiian shirt. He already tore the tags off. 13/10 h*ck of a puppurchase  ,13.0,10.0,None,https://pbs.twimg.com/media/DAEfCFXUIAA1uqj.jpg,1.0,Pembroke,True,0.989882,6572.0,24448.0
,,,,,None,,,,,,,
